Source,Target,Result,Prompt,Response
DLS L5-S1,R T4 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS L5-S1 causes discomfort related to R T4 Radikulopati.

### Response:
",False
R T6 Radikulopati,Torakal Dysfunktion,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T6 Radikulopati causes discomfort related to Torakal Dysfunktion.

### Response:
",True
DLS C5-C6,R C6 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C5-C6 causes discomfort related to R C6 Radikulopati.

### Response:
",True
R Höftbesvär,R Armbågsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Höftbesvär causes discomfort related to R Armbågsbesvär.

### Response:
",False
R T6 Radikulopati,Övre bukbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T6 Radikulopati causes discomfort related to Övre bukbesvär.

### Response:
",True
DLS T11-T12,L T12 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T11-T12 causes discomfort related to L T12 Radikulopati.

### Response:
",True
L Lårbesvär,R Tåledbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Lårbesvär causes discomfort related to R Tåledbesvär.

### Response:
",False
R T1 Radikulopati,R Armbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T1 Radikulopati causes discomfort related to R Armbesvär.

### Response:
",True
DLS S1-S2,L S2 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS S1-S2 causes discomfort related to L S2 Radikulopati.

### Response:
",True
R C7 Radikulopati,R Skulderbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C7 Radikulopati causes discomfort related to R Skulderbesvär.

### Response:
",True
R C3 Radikulopati,Bakhuvudvärk,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C3 Radikulopati causes discomfort related to Bakhuvudvärk.

### Response:
",True
L L3 Radikulopati,L Benbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L3 Radikulopati causes discomfort related to L Benbesvär.

### Response:
",True
R T1 Radikulopati,DLS T4-T5,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T1 Radikulopati causes discomfort related to DLS T4-T5.

### Response:
",False
DLS C7-C8,L C8 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C7-C8 causes discomfort related to L C8 Radikulopati.

### Response:
",True
R L5 Radikulopati,R Tåledbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Tåledbesvär.

### Response:
",True
L L1 Radikulopati,L Laterala ljumskbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L1 Radikulopati causes discomfort related to L Laterala ljumskbesvär.

### Response:
",True
R Knäbesvär,R Under armsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Knäbesvär causes discomfort related to R Under armsbesvär.

### Response:
",False
R C5 Radikulopati,L Främre knäbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C5 Radikulopati causes discomfort related to L Främre knäbesvär.

### Response:
",False
R C2 Radikulopati,Svalgbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C2 Radikulopati causes discomfort related to Svalgbesvär.

### Response:
",True
R L5 Radikulopati,R Mediala knäledsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Mediala knäledsbesvär.

### Response:
",True
R C6 Radikulopati,R Laterala armbågsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Laterala armbågsbesvär.

### Response:
",True
L Nedre bukbesvär,R Lumbago,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Nedre bukbesvär causes discomfort related to R Lumbago.

### Response:
",False
L C3 Radikulopati,L Central bröstsmärta,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C3 Radikulopati causes discomfort related to L Central bröstsmärta.

### Response:
",True
R C2 Radikulopati,L Fotbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C2 Radikulopati causes discomfort related to L Fotbesvär.

### Response:
",False
DLS T5-T6,R C2 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T5-T6 causes discomfort related to R C2 Radikulopati.

### Response:
",False
L C4 Radikulopati,L Nyckelbensbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C4 Radikulopati causes discomfort related to L Nyckelbensbesvär.

### Response:
",True
R C8 Radikulopati,R Handbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C8 Radikulopati causes discomfort related to R Handbesvär.

### Response:
",True
R T11 Radikulopati,Nedre bukbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T11 Radikulopati causes discomfort related to Nedre bukbesvär.

### Response:
",True
R Nyckelbensbesvär,R Tårbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Nyckelbensbesvär causes discomfort related to R Tårbesvär.

### Response:
",False
R C3 Radikulopati,R Nyckelbensbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C3 Radikulopati causes discomfort related to R Nyckelbensbesvär.

### Response:
",True
R T3 Radikulopati,L Ljumskbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T3 Radikulopati causes discomfort related to L Ljumskbesvär.

### Response:
",False
L T12 Radikulopati,DLS L1-L2,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T12 Radikulopati causes discomfort related to DLS L1-L2.

### Response:
",False
DLS T6-T7,L T7 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T6-T7 causes discomfort related to L T7 Radikulopati.

### Response:
",True
R Benbesvär,Central bröstsmärta,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Benbesvär causes discomfort related to Central bröstsmärta.

### Response:
",False
R Armbågsbesvär,L Övre armsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Armbågsbesvär causes discomfort related to L Övre armsbesvär.

### Response:
",False
R Lillfingerbesvär,R C5 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Lillfingerbesvär causes discomfort related to R C5 Radikulopati.

### Response:
",False
R Interskapulära besvär,L Skinkbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Interskapulära besvär causes discomfort related to L Skinkbesvär.

### Response:
",False
R C5 Radikulopati,R Armbågsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C5 Radikulopati causes discomfort related to R Armbågsbesvär.

### Response:
",True
L Handbesvär,R Nyckelbensbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Handbesvär causes discomfort related to R Nyckelbensbesvär.

### Response:
",False
R Tibiaperialgi,DLS C1-C2,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Tibiaperialgi causes discomfort related to DLS C1-C2.

### Response:
",False
L Höftbesvär,L Nedre bukbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Höftbesvär causes discomfort related to L Nedre bukbesvär.

### Response:
",False
L C3 Radikulopati,Bakhuvudvärk,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C3 Radikulopati causes discomfort related to Bakhuvudvärk.

### Response:
",True
L C3 Radikulopati,Pannhuvudvärk,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L C3 Radikulopati causes discomfort related to Pannhuvudvärk.

### Response:
",True
R Ischias,L Lilltåbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Ischias causes discomfort related to L Lilltåbesvär.

### Response:
",False
L S1 Radikulopati,L Achillestendalgi,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to L Achillestendalgi.

### Response:
",True
L T11 Radikulopati,DLS T8-T9,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T11 Radikulopati causes discomfort related to DLS T8-T9.

### Response:
",False
R C6 Radikulopati,R Tumbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Tumbesvär.

### Response:
",True
R L4 Radikulopati,R Höftbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L4 Radikulopati causes discomfort related to R Höftbesvär.

### Response:
",True
Munbesvär,L S2 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Munbesvär causes discomfort related to L S2 Radikulopati.

### Response:
",False
L Fotvalvsbesvär,DLS C7-C8,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Fotvalvsbesvär causes discomfort related to DLS C7-C8.

### Response:
",False
R Käkbesvär,L Interskapulära besvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Käkbesvär causes discomfort related to L Interskapulära besvär.

### Response:
",False
L T7 Radikulopati,Laterala bukbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T7 Radikulopati causes discomfort related to Laterala bukbesvär.

### Response:
",True
L T7 Radikulopati,Bakhuvudvärk,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T7 Radikulopati causes discomfort related to Bakhuvudvärk.

### Response:
",False
R Armbesvär,R Achillesbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Armbesvär causes discomfort related to R Achillesbesvär.

### Response:
",False
L S1 Radikulopati,L Dorsala knäledsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L S1 Radikulopati causes discomfort related to L Dorsala knäledsbesvär.

### Response:
",True
R C8 Radikulopati,R Armbågsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C8 Radikulopati causes discomfort related to R Armbågsbesvär.

### Response:
",True
Bakhuvudvärk,R Axel impingement,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Bakhuvudvärk causes discomfort related to R Axel impingement.

### Response:
",False
DLS T7-T8,DLS L4-L5,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T7-T8 causes discomfort related to DLS L4-L5.

### Response:
",False
Kraniocervikal ledskada,R C2 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where Kraniocervikal ledskada causes discomfort related to R C2 Radikulopati.

### Response:
",True
L Benbesvär,L Fotbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Benbesvär causes discomfort related to L Fotbesvär.

### Response:
",False
L Laterala armsbesvär,L Fingerbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Laterala armsbesvär causes discomfort related to L Fingerbesvär.

### Response:
",False
L Knäbesvär,R Achillestendalgi,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Knäbesvär causes discomfort related to R Achillestendalgi.

### Response:
",False
R L5 Radikulopati,R Tibiaperialgi,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R L5 Radikulopati causes discomfort related to R Tibiaperialgi.

### Response:
",True
R Mortonbesvär,R Laterala knäbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Mortonbesvär causes discomfort related to R Laterala knäbesvär.

### Response:
",False
L L1 Radikulopati,L T8 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L1 Radikulopati causes discomfort related to L T8 Radikulopati.

### Response:
",False
L L5 Radikulopati,L Fotledsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L5 Radikulopati causes discomfort related to L Fotledsbesvär.

### Response:
",True
R Handledsbesvär,R Fotledsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Handledsbesvär causes discomfort related to R Fotledsbesvär.

### Response:
",False
R Pannhuvudvärk,DLS T6-T7,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Pannhuvudvärk causes discomfort related to DLS T6-T7.

### Response:
",False
L PFS,L Höftkamsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L PFS causes discomfort related to L Höftkamsbesvär.

### Response:
",False
DLS T8-T9,L T9 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T8-T9 causes discomfort related to L T9 Radikulopati.

### Response:
",True
R Hälbesvär,DLS T8-T9,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Hälbesvär causes discomfort related to DLS T8-T9.

### Response:
",False
DLS T11-T12,L S2 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T11-T12 causes discomfort related to L S2 Radikulopati.

### Response:
",False
R C6 Radikulopati,R Nackbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to R Nackbesvär.

### Response:
",True
L Under armsbesvär,L T6 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L Under armsbesvär causes discomfort related to L T6 Radikulopati.

### Response:
",False
DLS T7-T8,R Fotvalvsbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS T7-T8 causes discomfort related to R Fotvalvsbesvär.

### Response:
",False
DLS L5-S1,L S1 Radikulopati,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS L5-S1 causes discomfort related to L S1 Radikulopati.

### Response:
",True
DLS C3-C4,L T7 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where DLS C3-C4 causes discomfort related to L T7 Radikulopati.

### Response:
",False
L L4 Radikulopati,L Höftkamsbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L L4 Radikulopati causes discomfort related to L Höftkamsbesvär.

### Response:
",True
R T7 Radikulopati,L C2 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R T7 Radikulopati causes discomfort related to L C2 Radikulopati.

### Response:
",False
R C6 Radikulopati,Interskapulära besvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C6 Radikulopati causes discomfort related to Interskapulära besvär.

### Response:
",True
L T4 Radikulopati,R Tåledbesvär,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where L T4 Radikulopati causes discomfort related to R Tåledbesvär.

### Response:
",False
R C2 Radikulopati,R Käkbesvär,True,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R C2 Radikulopati causes discomfort related to R Käkbesvär.

### Response:
",True
R Mediala knäledsbesvär,L C4 Radikulopati,False,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Is the following statement true or false? Only provide true or false, do not include any additional explanation.'

### Input:
In the context of diagnosing neuropathic pain, consider the causal relationships where R Mediala knäledsbesvär causes discomfort related to L C4 Radikulopati.

### Response:
",False
